,date,province,district,market,market_id,category,commodity,commodity_id,unit,pricetype,currency,price,usdprice
8040,11/15/2023,Southern,Hambantota,Tissamaharama,7834,"meat, fish and eggs",Fish (skipjack tuna),678,KG,Retail,LKR,1525,4.64
8041,11/15/2023,Southern,Hambantota,Tissamaharama,7834,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,Retail,LKR,1975,6.01
8042,11/15/2023,Southern,Hambantota,Tissamaharama,7834,pulses and nuts,Beans,50,KG,Retail,LKR,625,1.9
8043,11/15/2023,Southern,Hambantota,Tissamaharama,7834,pulses and nuts,Beans (mung),393,KG,Retail,LKR,789.17,2.4
8044,11/15/2023,Southern,Hambantota,Tissamaharama,7834,pulses and nuts,"Cowpeas (whole, average)",1037,KG,Retail,LKR,900,2.74
8045,11/15/2023,Southern,Hambantota,Tissamaharama,7834,pulses and nuts,Lentils,108,KG,Retail,LKR,318,0.97
8046,11/15/2023,Southern,Hambantota,Tissamaharama,7834,vegetables and fruits,Cabbage,181,KG,Retail,LKR,327.5,1
8047,11/15/2023,Southern,Hambantota,Tissamaharama,7834,vegetables and fruits,Carrots,166,KG,Retail,LKR,404,1.23
8048,11/15/2023,Southern,Hambantota,Tissamaharama,7834,vegetables and fruits,Coconut,684,Unit,Retail,LKR,88.75,0.27
8049,11/15/2023,Southern,Hambantota,Tissamaharama,7834,vegetables and fruits,Papaya,408,KG,Retail,LKR,157.92,0.48
8050,11/15/2023,Southern,Hambantota,Tissamaharama,7834,vegetables and fruits,Pumpkin,412,KG,Retail,LKR,158.5,0.48
8051,11/15/2023,Southern,Hambantota,Tissamaharama,7834,vegetables and fruits,Snake gourd,675,KG,Retail,LKR,379.5,1.16
8052,11/15/2023,Southern,Matara,Matara,1916,cereals and tubers,Potatoes (imported),688,KG,Retail,LKR,226,0.69
8053,11/15/2023,Southern,Matara,Matara,1916,cereals and tubers,Rice (medium grain),131,KG,Retail,LKR,220,0.67
8054,11/15/2023,Southern,Matara,Matara,1916,cereals and tubers,Rice (white),133,KG,Retail,LKR,230.62,0.7
8055,11/15/2023,Southern,Matara,Matara,1916,"meat, fish and eggs",Eggs,92,Unit,Retail,LKR,42.81,0.13
8056,11/15/2023,Southern,Matara,Matara,1916,"meat, fish and eggs",Fish (sail fish),677,KG,Retail,LKR,2095.83,6.38
8057,11/15/2023,Southern,Matara,Matara,1916,"meat, fish and eggs",Fish (trenched sardinella),681,KG,Retail,LKR,524.38,1.6
8058,11/15/2023,Southern,Matara,Matara,1916,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,Retail,LKR,1990.62,6.06
8059,11/15/2023,Southern,Matara,Matara,1916,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,Retail,LKR,1127.5,3.43
8060,11/15/2023,Southern,Matara,Matara,1916,pulses and nuts,"Cowpeas (whole, average)",1037,KG,Retail,LKR,1046,3.18
8061,11/15/2023,Southern,Matara,Matara,1916,vegetables and fruits,Bananas,254,KG,Retail,LKR,211.25,0.64
8062,11/15/2023,Southern,Matara,Matara,1916,vegetables and fruits,Cabbage,181,KG,Retail,LKR,357.5,1.09
8063,11/15/2023,Southern,Matara,Matara,1916,vegetables and fruits,Carrots,166,KG,Retail,LKR,397.5,1.21
8064,11/15/2023,Southern,Matara,Matara,1916,vegetables and fruits,Coconut,684,Unit,Retail,LKR,80.62,0.25
8065,11/15/2023,Southern,Matara,Matara,1916,vegetables and fruits,Eggplants,434,KG,Retail,LKR,460,1.4
8066,11/15/2023,Southern,Matara,Matara,1916,vegetables and fruits,Onions (imported),323,KG,Retail,LKR,283.75,0.86
8067,11/15/2023,Southern,Matara,Matara,1916,vegetables and fruits,"Onions (red, imported)",686,KG,Retail,LKR,559.25,1.7
8068,11/15/2023,Southern,Matara,Matara,1916,vegetables and fruits,"Onions (red, local)",685,KG,Retail,LKR,552,1.68
8069,11/15/2023,Southern,Matara,Matara,1916,vegetables and fruits,Pineapples,524,KG,Retail,LKR,385.62,1.17
8070,11/15/2023,Southern,Matara,Matara,1916,vegetables and fruits,Pumpkin,412,KG,Retail,LKR,135.62,0.41
8071,11/15/2023,Southern,Matara,Matara,1916,vegetables and fruits,Snake gourd,675,KG,Retail,LKR,446.88,1.36
8072,11/15/2023,Southern,Matara,Matara,1916,vegetables and fruits,Tomatoes,114,KG,Retail,LKR,318.75,0.97
8073,11/15/2023,Uva,Badulla,Badulla,1907,cereals and tubers,Potatoes (imported),688,KG,Retail,LKR,210,0.64
8074,11/15/2023,Uva,Badulla,Badulla,1907,cereals and tubers,Rice (white),133,KG,Retail,LKR,230,0.7
8075,11/15/2023,Uva,Badulla,Badulla,1907,"meat, fish and eggs",Eggs,92,Unit,Retail,LKR,44.85,0.14
8076,11/15/2023,Uva,Badulla,Badulla,1907,"meat, fish and eggs","Fish (dry, sprats)",683,KG,Retail,LKR,1250,3.81
8077,11/15/2023,Uva,Badulla,Badulla,1907,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,Retail,LKR,873.96,2.66
8078,11/15/2023,Uva,Badulla,Badulla,1907,"meat, fish and eggs",Fish (sail fish),677,KG,Retail,LKR,2162.5,6.58
8079,11/15/2023,Uva,Badulla,Badulla,1907,"meat, fish and eggs",Fish (skipjack tuna),678,KG,Retail,LKR,980.42,2.98
8080,11/15/2023,Uva,Badulla,Badulla,1907,"meat, fish and eggs",Fish (trenched sardinella),681,KG,Retail,LKR,515,1.57
8081,11/15/2023,Uva,Badulla,Badulla,1907,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,Retail,LKR,1770.83,5.39
8082,11/15/2023,Uva,Badulla,Badulla,1907,miscellaneous food,"Chili (red, dry raw)",466,KG,Retail,LKR,1220,3.71
8083,11/15/2023,Uva,Badulla,Badulla,1907,pulses and nuts,Beans,50,KG,Retail,LKR,521,1.59
8084,11/15/2023,Uva,Badulla,Badulla,1907,pulses and nuts,"Cowpeas (whole, average)",1037,KG,Retail,LKR,1083.33,3.3
8085,11/15/2023,Uva,Badulla,Badulla,1907,vegetables and fruits,Bananas,254,KG,Retail,LKR,193,0.59
8086,11/15/2023,Uva,Badulla,Badulla,1907,vegetables and fruits,Cabbage,181,KG,Retail,LKR,300,0.91
8087,11/15/2023,Uva,Badulla,Badulla,1907,vegetables and fruits,Carrots,166,KG,Retail,LKR,373,1.14
8088,11/15/2023,Uva,Badulla,Badulla,1907,vegetables and fruits,Eggplants,434,KG,Retail,LKR,368,1.12
8089,11/15/2023,Uva,Badulla,Badulla,1907,vegetables and fruits,Onions (imported),323,KG,Retail,LKR,290,0.88
8090,11/15/2023,Uva,Badulla,Badulla,1907,vegetables and fruits,"Onions (red, imported)",686,KG,Retail,LKR,586.67,1.79
8091,11/15/2023,Uva,Badulla,Badulla,1907,vegetables and fruits,"Onions (red, local)",685,KG,Retail,LKR,491.67,1.5
8092,11/15/2023,Uva,Badulla,Badulla,1907,vegetables and fruits,Pineapples,524,KG,Retail,LKR,365.94,1.11
8093,11/15/2023,Uva,Badulla,Badulla,1907,vegetables and fruits,Snake gourd,675,KG,Retail,LKR,450,1.37
8094,11/15/2023,Uva,Badulla,Badulla,1907,vegetables and fruits,Tomatoes,114,KG,Retail,LKR,280,0.85
8095,11/15/2023,Uva,Badulla,Bandarawela,7836,cereals and tubers,Potatoes (imported),688,KG,Retail,LKR,198,0.6
8096,11/15/2023,Uva,Badulla,Bandarawela,7836,"meat, fish and eggs",Eggs,92,Unit,Retail,LKR,44.05,0.13
8097,11/15/2023,Uva,Badulla,Bandarawela,7836,"meat, fish and eggs",Fish (sail fish),677,KG,Retail,LKR,2287.5,6.96
8098,11/15/2023,Uva,Badulla,Bandarawela,7836,"meat, fish and eggs",Fish (skipjack tuna),678,KG,Retail,LKR,962.5,2.93
8099,11/15/2023,Uva,Badulla,Bandarawela,7836,"meat, fish and eggs",Fish (trenched sardinella),681,KG,Retail,LKR,589.17,1.79
8100,11/15/2023,Uva,Badulla,Bandarawela,7836,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,Retail,LKR,1900,5.78
8101,11/15/2023,Uva,Badulla,Bandarawela,7836,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,Retail,LKR,1232.5,3.75
8102,11/15/2023,Uva,Badulla,Bandarawela,7836,miscellaneous food,"Chili (red, dry raw)",466,KG,Retail,LKR,1240,3.77
8103,11/15/2023,Uva,Badulla,Bandarawela,7836,pulses and nuts,Beans,50,KG,Retail,LKR,473,1.44
8104,11/15/2023,Uva,Badulla,Bandarawela,7836,pulses and nuts,Beans (mung),393,KG,Retail,LKR,945,2.88
8105,11/15/2023,Uva,Badulla,Bandarawela,7836,pulses and nuts,Lentils,108,KG,Retail,LKR,328,1
8106,11/15/2023,Uva,Badulla,Bandarawela,7836,vegetables and fruits,Coconut,684,Unit,Retail,LKR,78.75,0.24
8107,11/15/2023,Uva,Badulla,Bandarawela,7836,vegetables and fruits,Eggplants,434,KG,Retail,LKR,319,0.97
8108,11/15/2023,Uva,Badulla,Bandarawela,7836,vegetables and fruits,Onions (imported),323,KG,Retail,LKR,288,0.88
8109,11/15/2023,Uva,Badulla,Bandarawela,7836,vegetables and fruits,"Onions (red, imported)",686,KG,Retail,LKR,580,1.77
8110,11/15/2023,Uva,Badulla,Bandarawela,7836,vegetables and fruits,Pineapples,524,KG,Retail,LKR,385,1.17
8111,11/15/2023,Uva,Badulla,Bandarawela,7836,vegetables and fruits,Pumpkin,412,KG,Retail,LKR,183,0.56
8112,11/15/2023,Uva,Badulla,Bandarawela,7836,vegetables and fruits,Snake gourd,675,KG,Retail,LKR,363,1.11
8113,11/15/2023,Uva,Badulla,Bandarawela,7836,vegetables and fruits,Tomatoes,114,KG,Retail,LKR,253,0.77
8114,11/15/2023,Uva,Badulla,Keppetipola (DEC},7839,cereals and tubers,Rice (medium grain),131,KG,Retail,LKR,217.3,0.66
8115,11/15/2023,Uva,Badulla,Keppetipola (DEC},7839,cereals and tubers,Rice (white),133,KG,Retail,LKR,234.85,0.71
8116,11/15/2023,Uva,Badulla,Keppetipola (DEC},7839,"meat, fish and eggs","Fish (dry, sprats)",683,KG,Retail,LKR,1260.5,3.84
8117,11/15/2023,Uva,Badulla,Keppetipola (DEC},7839,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,Retail,LKR,1143.33,3.48
8118,11/15/2023,Uva,Badulla,Keppetipola (DEC},7839,"meat, fish and eggs",Fish (jack),679,KG,Retail,LKR,1550,4.72
8119,11/15/2023,Uva,Badulla,Keppetipola (DEC},7839,"meat, fish and eggs",Fish (sail fish),677,KG,Retail,LKR,2381.25,7.25
8120,11/15/2023,Uva,Badulla,Keppetipola (DEC},7839,"meat, fish and eggs",Fish (skipjack tuna),678,KG,Retail,LKR,1181.25,3.6
8121,11/15/2023,Uva,Badulla,Keppetipola (DEC},7839,"meat, fish and eggs",Fish (trenched sardinella),681,KG,Retail,LKR,526.25,1.6
8122,11/15/2023,Uva,Badulla,Keppetipola (DEC},7839,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,Retail,LKR,1756.25,5.35
8123,11/15/2023,Uva,Badulla,Keppetipola (DEC},7839,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,Retail,LKR,1160.62,3.53
8124,11/15/2023,Uva,Badulla,Keppetipola (DEC},7839,miscellaneous food,"Chili (red, dry raw)",466,KG,Retail,LKR,1253,3.81
8125,11/15/2023,Uva,Badulla,Keppetipola (DEC},7839,pulses and nuts,"Cowpeas (whole, average)",1037,KG,Retail,LKR,1056.88,3.22
8126,11/15/2023,Uva,Badulla,Keppetipola (DEC},7839,pulses and nuts,Lentils,108,KG,Retail,LKR,313.65,0.95
8127,11/15/2023,Uva,Badulla,Keppetipola (DEC},7839,vegetables and fruits,Bananas,254,KG,Retail,LKR,194,0.59
8128,11/15/2023,Uva,Badulla,Keppetipola (DEC},7839,vegetables and fruits,Cabbage,181,KG,Retail,LKR,274.5,0.84
8129,11/15/2023,Uva,Badulla,Keppetipola (DEC},7839,vegetables and fruits,Carrots,166,KG,Retail,LKR,337,1.03
8130,11/15/2023,Uva,Badulla,Keppetipola (DEC},7839,vegetables and fruits,Eggplants,434,KG,Retail,LKR,301.5,0.92
8131,11/15/2023,Uva,Badulla,Keppetipola (DEC},7839,vegetables and fruits,Onions (imported),323,KG,Retail,LKR,298.56,0.91
8132,11/15/2023,Uva,Badulla,Keppetipola (DEC},7839,vegetables and fruits,"Onions (red, local)",685,KG,Retail,LKR,509.17,1.55
8133,11/15/2023,Uva,Badulla,Keppetipola (DEC},7839,vegetables and fruits,Papaya,408,KG,Retail,LKR,166.5,0.51
8134,11/15/2023,Uva,Badulla,Keppetipola (DEC},7839,vegetables and fruits,Pineapples,524,KG,Retail,LKR,355,1.08
8135,11/15/2023,Uva,Badulla,Keppetipola (DEC},7839,vegetables and fruits,Pumpkin,412,KG,Retail,LKR,171,0.52
8136,11/15/2023,Uva,Badulla,Keppetipola (DEC},7839,vegetables and fruits,Snake gourd,675,KG,Retail,LKR,319.5,0.97
8137,11/15/2023,Uva,Moneragala,Dammbagalla,5287,cereals and tubers,Rice (medium grain),131,KG,Retail,LKR,217.15,0.66
8138,11/15/2023,Uva,Moneragala,Dammbagalla,5287,cereals and tubers,Rice (white),133,KG,Retail,LKR,234,0.71
8139,11/15/2023,Uva,Moneragala,Dammbagalla,5287,"meat, fish and eggs",Eggs,92,Unit,Retail,LKR,43.75,0.13
8140,11/15/2023,Uva,Moneragala,Dammbagalla,5287,"meat, fish and eggs","Fish (dry, katta)",682,KG,Retail,LKR,2220,6.76
8141,11/15/2023,Uva,Moneragala,Dammbagalla,5287,"meat, fish and eggs","Fish (dry, sprats)",683,KG,Retail,LKR,1200,3.65
8142,11/15/2023,Uva,Moneragala,Dammbagalla,5287,"meat, fish and eggs",Fish (jack),679,KG,Retail,LKR,1683.33,5.12
8143,11/15/2023,Uva,Moneragala,Dammbagalla,5287,"meat, fish and eggs",Fish (skipjack tuna),678,KG,Retail,LKR,966.67,2.94
8144,11/15/2023,Uva,Moneragala,Dammbagalla,5287,"meat, fish and eggs",Fish (trenched sardinella),681,KG,Retail,LKR,542.5,1.65
8145,11/15/2023,Uva,Moneragala,Dammbagalla,5287,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,Retail,LKR,1866.67,5.68
8146,11/15/2023,Uva,Moneragala,Dammbagalla,5287,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,Retail,LKR,1145,3.49
8147,11/15/2023,Uva,Moneragala,Dammbagalla,5287,pulses and nuts,Beans,50,KG,Retail,LKR,532,1.62
8148,11/15/2023,Uva,Moneragala,Dammbagalla,5287,pulses and nuts,Beans (mung),393,KG,Retail,LKR,850,2.59
8149,11/15/2023,Uva,Moneragala,Dammbagalla,5287,vegetables and fruits,Bananas,254,KG,Retail,LKR,185,0.56
8150,11/15/2023,Uva,Moneragala,Dammbagalla,5287,vegetables and fruits,Cabbage,181,KG,Retail,LKR,328,1
8151,11/15/2023,Uva,Moneragala,Dammbagalla,5287,vegetables and fruits,Coconut,684,Unit,Retail,LKR,73,0.22
8152,11/15/2023,Uva,Moneragala,Dammbagalla,5287,vegetables and fruits,Eggplants,434,KG,Retail,LKR,456,1.39
8153,11/15/2023,Uva,Moneragala,Dammbagalla,5287,vegetables and fruits,Onions (imported),323,KG,Retail,LKR,274.67,0.84
8154,11/15/2023,Uva,Moneragala,Dammbagalla,5287,vegetables and fruits,Onions (red),110,KG,Retail,LKR,426,1.3
8155,11/15/2023,Uva,Moneragala,Dammbagalla,5287,vegetables and fruits,"Onions (red, imported)",686,KG,Retail,LKR,490,1.49
8156,11/15/2023,Uva,Moneragala,Dammbagalla,5287,vegetables and fruits,"Onions (red, local)",685,KG,Retail,LKR,477.78,1.45
8157,11/15/2023,Uva,Moneragala,Dammbagalla,5287,vegetables and fruits,Papaya,408,KG,Retail,LKR,150,0.46
8158,11/15/2023,Uva,Moneragala,Monaragala,1889,cereals and tubers,Rice (medium grain),131,KG,Retail,LKR,219.75,0.67
8159,11/15/2023,Uva,Moneragala,Monaragala,1889,"meat, fish and eggs",Eggs,92,Unit,Retail,LKR,44.25,0.13
8160,11/15/2023,Uva,Moneragala,Monaragala,1889,"meat, fish and eggs","Fish (dry, sprats)",683,KG,Retail,LKR,1280,3.9
8161,11/15/2023,Uva,Moneragala,Monaragala,1889,"meat, fish and eggs",Fish (jack),679,KG,Retail,LKR,1611.11,4.9
8162,11/15/2023,Uva,Moneragala,Monaragala,1889,"meat, fish and eggs",Fish (sail fish),677,KG,Retail,LKR,2533.33,7.71
8163,11/15/2023,Uva,Moneragala,Monaragala,1889,"meat, fish and eggs",Fish (skipjack tuna),678,KG,Retail,LKR,912.5,2.78
8164,11/15/2023,Uva,Moneragala,Monaragala,1889,"meat, fish and eggs",Fish (trenched sardinella),681,KG,Retail,LKR,605,1.84
8165,11/15/2023,Uva,Moneragala,Monaragala,1889,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,Retail,LKR,1232.5,3.75
8166,11/15/2023,Uva,Moneragala,Monaragala,1889,miscellaneous food,"Chili (red, dry raw)",466,KG,Retail,LKR,1210,3.68
8167,11/15/2023,Uva,Moneragala,Monaragala,1889,pulses and nuts,Beans,50,KG,Retail,LKR,557,1.7
8168,11/15/2023,Uva,Moneragala,Monaragala,1889,pulses and nuts,Beans (mung),393,KG,Retail,LKR,800.83,2.44
8169,11/15/2023,Uva,Moneragala,Monaragala,1889,pulses and nuts,"Cowpeas (whole, average)",1037,KG,Retail,LKR,1005,3.06
8170,11/15/2023,Uva,Moneragala,Monaragala,1889,vegetables and fruits,Bananas,254,KG,Retail,LKR,161,0.49
8171,11/15/2023,Uva,Moneragala,Monaragala,1889,vegetables and fruits,Carrots,166,KG,Retail,LKR,391.67,1.19
8172,11/15/2023,Uva,Moneragala,Monaragala,1889,vegetables and fruits,Eggplants,434,KG,Retail,LKR,343,1.04
8173,11/15/2023,Uva,Moneragala,Monaragala,1889,vegetables and fruits,"Onions (red, imported)",686,KG,Retail,LKR,582,1.77
8174,11/15/2023,Uva,Moneragala,Monaragala,1889,vegetables and fruits,"Onions (red, local)",685,KG,Retail,LKR,525.33,1.6
8175,11/15/2023,Uva,Moneragala,Monaragala,1889,vegetables and fruits,Papaya,408,KG,Retail,LKR,154.5,0.47
8176,11/15/2023,Uva,Moneragala,Monaragala,1889,vegetables and fruits,Snake gourd,675,KG,Retail,LKR,392,1.19
8177,11/15/2023,Uva,Moneragala,Monaragala,1889,vegetables and fruits,Tomatoes,114,KG,Retail,LKR,291.33,0.89
8178,11/15/2023,Western,Colombo,Colombo City,368,cereals and tubers,Potatoes (imported),688,KG,Retail,LKR,224.32,0.68
8179,11/15/2023,Western,Colombo,Colombo City,368,cereals and tubers,Rice (white),133,KG,Retail,LKR,235.27,0.72
8180,11/15/2023,Western,Colombo,Colombo City,368,"meat, fish and eggs","Fish (dry, katta)",682,KG,Retail,LKR,2220.92,6.76
8181,11/15/2023,Western,Colombo,Colombo City,368,"meat, fish and eggs","Fish (dry, sprats)",683,KG,Retail,LKR,1264.74,3.85
8182,11/15/2023,Western,Colombo,Colombo City,368,"meat, fish and eggs",Fish (jack),679,KG,Retail,LKR,1788.81,5.45
8183,11/15/2023,Western,Colombo,Colombo City,368,"meat, fish and eggs",Fish (sail fish),677,KG,Retail,LKR,2577,7.84
8184,11/15/2023,Western,Colombo,Colombo City,368,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,Retail,LKR,1946.06,5.92
8185,11/15/2023,Western,Colombo,Colombo City,368,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,Retail,LKR,1201.45,3.66
8186,11/15/2023,Western,Colombo,Colombo City,368,miscellaneous food,"Chili (red, dry raw)",466,KG,Retail,LKR,1327.24,4.04
8187,11/15/2023,Western,Colombo,Colombo City,368,pulses and nuts,Beans (mung),393,KG,Retail,LKR,1104.23,3.36
8188,11/15/2023,Western,Colombo,Colombo City,368,pulses and nuts,"Cowpeas (whole, average)",1037,KG,Retail,LKR,1164.95,3.55
8189,11/15/2023,Western,Colombo,Colombo City,368,pulses and nuts,Lentils,108,KG,Retail,LKR,338.96,1.03
8190,11/15/2023,Western,Colombo,Colombo City,368,vegetables and fruits,Bananas,254,KG,Retail,LKR,229.63,0.7
8191,11/15/2023,Western,Colombo,Colombo City,368,vegetables and fruits,Cabbage,181,KG,Retail,LKR,340.48,1.04
8192,11/15/2023,Western,Colombo,Colombo City,368,vegetables and fruits,Eggplants,434,KG,Retail,LKR,477.55,1.45
8193,11/15/2023,Western,Colombo,Colombo City,368,vegetables and fruits,Onions (imported),323,KG,Retail,LKR,298.16,0.91
8194,11/15/2023,Western,Colombo,Colombo City,368,vegetables and fruits,"Onions (red, imported)",686,KG,Retail,LKR,496.36,1.51
8195,11/15/2023,Western,Colombo,Colombo City,368,vegetables and fruits,Pineapples,524,KG,Retail,LKR,425.11,1.29
8196,11/15/2023,Western,Colombo,Colombo City,368,vegetables and fruits,Pumpkin,412,KG,Retail,LKR,174.21,0.53
8197,11/15/2023,Western,Colombo,Colombo City,368,vegetables and fruits,Tomatoes,114,KG,Retail,LKR,346.77,1.06
8198,11/15/2023,Western,Colombo,Meegoda(DEC),7841,cereals and tubers,Potatoes (local),687,KG,Retail,LKR,373.33,1.14
8199,11/15/2023,Western,Colombo,Meegoda(DEC),7841,cereals and tubers,Rice (medium grain),131,KG,Retail,LKR,217.5,0.66
8200,11/15/2023,Western,Colombo,Meegoda(DEC),7841,"meat, fish and eggs","Fish (dry, katta)",682,KG,Retail,LKR,1858.33,5.66
8201,11/15/2023,Western,Colombo,Meegoda(DEC),7841,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,Retail,LKR,816.67,2.49
8202,11/15/2023,Western,Colombo,Meegoda(DEC),7841,"meat, fish and eggs",Fish (jack),679,KG,Retail,LKR,1400,4.26
8203,11/15/2023,Western,Colombo,Meegoda(DEC),7841,"meat, fish and eggs",Fish (skipjack tuna),678,KG,Retail,LKR,800,2.44
8204,11/15/2023,Western,Colombo,Meegoda(DEC),7841,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,Retail,LKR,2200,6.7
8205,11/15/2023,Western,Colombo,Meegoda(DEC),7841,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,Retail,LKR,1119.38,3.41
8206,11/15/2023,Western,Colombo,Meegoda(DEC),7841,miscellaneous food,"Chili (red, dry raw)",466,KG,Retail,LKR,1103.5,3.36
8207,11/15/2023,Western,Colombo,Meegoda(DEC),7841,pulses and nuts,Beans,50,KG,Retail,LKR,541,1.65
8208,11/15/2023,Western,Colombo,Meegoda(DEC),7841,pulses and nuts,Beans (mung),393,KG,Retail,LKR,883,2.69
8209,11/15/2023,Western,Colombo,Meegoda(DEC),7841,vegetables and fruits,Bananas,254,KG,Retail,LKR,197.5,0.6
8210,11/15/2023,Western,Colombo,Meegoda(DEC),7841,vegetables and fruits,Cabbage,181,KG,Retail,LKR,372,1.13
8211,11/15/2023,Western,Colombo,Meegoda(DEC),7841,vegetables and fruits,Carrots,166,KG,Retail,LKR,417,1.27
8212,11/15/2023,Western,Colombo,Meegoda(DEC),7841,vegetables and fruits,Coconut,684,Unit,Retail,LKR,90,0.27
8213,11/15/2023,Western,Colombo,Meegoda(DEC),7841,vegetables and fruits,Onions (imported),323,KG,Retail,LKR,292.25,0.89
8214,11/15/2023,Western,Colombo,Meegoda(DEC),7841,vegetables and fruits,Onions (red),110,KG,Retail,LKR,566.67,1.73
8215,11/15/2023,Western,Colombo,Meegoda(DEC),7841,vegetables and fruits,"Onions (red, local)",685,KG,Retail,LKR,496,1.51
8216,11/15/2023,Western,Colombo,Meegoda(DEC),7841,vegetables and fruits,Papaya,408,KG,Retail,LKR,161.88,0.49
8217,11/15/2023,Western,Colombo,Meegoda(DEC),7841,vegetables and fruits,Pineapples,524,KG,Retail,LKR,464.17,1.41
8218,11/15/2023,Western,Colombo,Meegoda(DEC),7841,vegetables and fruits,Pumpkin,412,KG,Retail,LKR,176,0.54
8219,11/15/2023,Western,Colombo,Meegoda(DEC),7841,vegetables and fruits,Snake gourd,675,KG,Retail,LKR,474,1.44
8220,11/15/2023,Western,Colombo,Meegoda(DEC),7841,vegetables and fruits,Tomatoes,114,KG,Retail,LKR,321.5,0.98
8221,11/15/2023,Western,Gampaha,Gampaha,1909,cereals and tubers,Potatoes (imported),688,KG,Retail,LKR,244,0.74
8222,11/15/2023,Western,Gampaha,Gampaha,1909,cereals and tubers,Potatoes (local),687,KG,Retail,LKR,381.33,1.16
8223,11/15/2023,Western,Gampaha,Gampaha,1909,cereals and tubers,Rice (medium grain),131,KG,Retail,LKR,220,0.67
8224,11/15/2023,Western,Gampaha,Gampaha,1909,cereals and tubers,Rice (white),133,KG,Retail,LKR,240,0.73
8225,11/15/2023,Western,Gampaha,Gampaha,1909,"meat, fish and eggs",Eggs,92,Unit,Retail,LKR,47.28,0.14
8226,11/15/2023,Western,Gampaha,Gampaha,1909,"meat, fish and eggs","Fish (dry, sprats)",683,KG,Retail,LKR,1242.67,3.78
8227,11/15/2023,Western,Gampaha,Gampaha,1909,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,Retail,LKR,805.83,2.45
8228,11/15/2023,Western,Gampaha,Gampaha,1909,"meat, fish and eggs",Fish (sail fish),677,KG,Retail,LKR,2415,7.35
8229,11/15/2023,Western,Gampaha,Gampaha,1909,"meat, fish and eggs",Fish (trenched sardinella),681,KG,Retail,LKR,625,1.9
8230,11/15/2023,Western,Gampaha,Gampaha,1909,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,Retail,LKR,2000,6.09
8231,11/15/2023,Western,Gampaha,Gampaha,1909,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,Retail,LKR,1151.88,3.51
8232,11/15/2023,Western,Gampaha,Gampaha,1909,miscellaneous food,"Chili (red, dry raw)",466,KG,Retail,LKR,1276.67,3.89
8233,11/15/2023,Western,Gampaha,Gampaha,1909,pulses and nuts,Beans,50,KG,Retail,LKR,519,1.58
8234,11/15/2023,Western,Gampaha,Gampaha,1909,pulses and nuts,"Cowpeas (whole, average)",1037,KG,Retail,LKR,1275.83,3.88
8235,11/15/2023,Western,Gampaha,Gampaha,1909,pulses and nuts,Lentils,108,KG,Retail,LKR,337,1.03
8236,11/15/2023,Western,Gampaha,Gampaha,1909,vegetables and fruits,Cabbage,181,KG,Retail,LKR,367.5,1.12
8237,11/15/2023,Western,Gampaha,Gampaha,1909,vegetables and fruits,Carrots,166,KG,Retail,LKR,393.5,1.2
8238,11/15/2023,Western,Gampaha,Gampaha,1909,vegetables and fruits,Coconut,684,Unit,Retail,LKR,70.83,0.22
8239,11/15/2023,Western,Gampaha,Gampaha,1909,vegetables and fruits,Onions (imported),323,KG,Retail,LKR,324.83,0.99
8240,11/15/2023,Western,Gampaha,Gampaha,1909,vegetables and fruits,Onions (red),110,KG,Retail,LKR,544,1.66
8241,11/15/2023,Western,Gampaha,Gampaha,1909,vegetables and fruits,"Onions (red, imported)",686,KG,Retail,LKR,530,1.61
8242,11/15/2023,Western,Gampaha,Gampaha,1909,vegetables and fruits,"Onions (red, local)",685,KG,Retail,LKR,573.33,1.75
8243,11/15/2023,Western,Gampaha,Gampaha,1909,vegetables and fruits,Papaya,408,KG,Retail,LKR,191.88,0.58
8244,11/15/2023,Western,Gampaha,Gampaha,1909,vegetables and fruits,Pineapples,524,KG,Retail,LKR,329.17,1
8245,11/15/2023,Western,Gampaha,Gampaha,1909,vegetables and fruits,Pumpkin,412,KG,Retail,LKR,142.5,0.43
8246,11/15/2023,Western,Kalutara,Kalutara,1911,cereals and tubers,Potatoes (imported),688,KG,Retail,LKR,209,0.64
